1, none, betterend:amber_land, MONSTER, minecraft:enderman, 5, 1, 4
31851, nether, incendium:weeping_valley, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
31852, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
31853, nether, incendium:weeping_valley, MONSTER, hmag:ghastly_seeker, 10, 1, 1
31854, nether, incendium:weeping_valley, MONSTER, hmag:kasha, 10, 1, 2
31855, nether, incendium:weeping_valley, MONSTER, monsterplus:lava_squid, 10, 3, 9
31856, nether, incendium:weeping_valley, MONSTER, hmag:melty_monster, 10, 1, 2
31857, nether, incendium:weeping_valley, MONSTER, monsterplus:mother_lava_squid, 10, 1, 2
31858, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
31859, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
31860, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
31861, nether, incendium:weeping_valley, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
31862, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
31863, nether, incendium:weeping_valley, MONSTER, riskofrain_mobs:lemurian_entity, 10, 1, 2
31864, nether, incendium:weeping_valley, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
31865, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
31866, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
31867, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
31868, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
31869, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
31870, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
31871, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
31872, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
31873, nether, incendium:weeping_valley, MONSTER, hmag:wither_ghost, 12, 2, 4
31874, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
31875, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
31876, nether, incendium:weeping_valley, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
31877, nether, incendium:weeping_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 2
31878, nether, incendium:weeping_valley, CREATURE, minecraft:strider, 30, 1, 2
31879, nether, incendium:weeping_valley, CREATURE, alexsmobs:laviathan, 10, 1, 1
31880, nether, incendium:weeping_valley, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
31881, nether, incendium:weeping_valley, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
31882, nether, incendium:weeping_valley, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
31883, swamp, biomesoplenty:wetland, MONSTER, minecraft:spider, 30, 2, 4
31884, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie, 40, 2, 3
31885, swamp, biomesoplenty:wetland, MONSTER, minecraft:zombie_villager, 10, 1, 1
31886, swamp, biomesoplenty:wetland, MONSTER, minecraft:skeleton, 40, 2, 4
31887, swamp, biomesoplenty:wetland, MONSTER, minecraft:slime, 30, 2, 4
31888, swamp, biomesoplenty:wetland, MONSTER, minecraft:witch, 5, 1, 1
31889, swamp, biomesoplenty:wetland, MONSTER, monsterplus:abyssologer, 10, 1, 1
31890, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:arachne, 20, 1, 2
31891, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
31892, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:creep, 20, 2, 3
31893, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:deathword, 30, 1, 2
31894, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
31895, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
31896, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:gelatinous_slime, 30, 1, 2
31897, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:mimic, 30, 1, 1
31898, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:naga, 30, 2, 3
31899, swamp, biomesoplenty:wetland, MONSTER, player_mobs:player_mob, 20, 2, 4
31900, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:siren, 30, 2, 3
31901, swamp, biomesoplenty:wetland, MONSTER, grimoireofgaia:sludge_girl, 30, 2, 4
31902, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
31903, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:farseer, 10, 1, 1
31904, swamp, biomesoplenty:wetland, MONSTER, alexsmobs:murmur, 10, 1, 1
31905, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
31906, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
31907, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
31908, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
31909, swamp, biomesoplenty:wetland, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
31910, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
31911, swamp, biomesoplenty:wetland, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
31912, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
31913, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
31914, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
31915, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
31916, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
31917, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
31918, swamp, biomesoplenty:wetland, MONSTER, hmag:dyssomnia, 10, 1, 1
31919, swamp, biomesoplenty:wetland, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
31920, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
31921, swamp, biomesoplenty:wetland, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
31922, swamp, biomesoplenty:wetland, MONSTER, hmag:melty_monster, 18, 1, 3
31923, swamp, biomesoplenty:wetland, MONSTER, hmag:ghost, 15, 1, 2
31924, swamp, biomesoplenty:wetland, MONSTER, hmag:kobold, 20, 1, 2
31925, swamp, biomesoplenty:wetland, MONSTER, hmag:lich, 10, 1, 1
31926, swamp, biomesoplenty:wetland, MONSTER, hmag:ogre, 10, 1, 1
31927, swamp, biomesoplenty:wetland, MONSTER, hmag:spider_nest, 10, 1, 2
31928, swamp, biomesoplenty:wetland, MONSTER, hmag:necrotic_reaper, 10, 1, 2
31929, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
31930, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
31931, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
31932, swamp, biomesoplenty:wetland, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
31933, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
31934, swamp, biomesoplenty:wetland, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
31935, swamp, biomesoplenty:wetland, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
31936, swamp, biomesoplenty:wetland, MONSTER, hmag:savagefang, 10, 2, 4
31937, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
31938, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
31939, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
31940, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
31941, swamp, biomesoplenty:wetland, MONSTER, hmag:slime_girl, 15, 1, 2
31942, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
31943, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
31944, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
31945, swamp, biomesoplenty:wetland, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 2
31946, swamp, biomesoplenty:wetland, MONSTER, monsterplus:swamp_zombie, 30, 2, 3
31947, swamp, biomesoplenty:wetland, MONSTER, hmag:swamper, 20, 1, 2
31948, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
31949, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
31950, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
31951, swamp, biomesoplenty:wetland, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
31952, swamp, biomesoplenty:wetland, CREATURE, minecraft:pig, 25, 2, 4
31953, swamp, biomesoplenty:wetland, CREATURE, minecraft:fox, 10, 2, 4
31954, swamp, biomesoplenty:wetland, CREATURE, minecraft:frog, 10, 2, 3
31955, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:duck, 10, 2, 3
31956, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:flamingo, 10, 2, 3
31957, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:gull, 12, 2, 3
31958, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:heron, 10, 2, 3
31959, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:pigeon, 12, 2, 3
31960, swamp, biomesoplenty:wetland, CREATURE, exoticbirds:swan, 10, 2, 3
31961, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:crocodile, 10, 1, 2
31962, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:shoebill, 10, 1, 2
31963, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:alligator_snapping_turtle, 10, 1, 2
31964, swamp, biomesoplenty:wetland, CREATURE, alexsmobs:anaconda, 10, 1, 1
31965, swamp, biomesoplenty:wetland, CREATURE, aquaculture:box_turtle, 11, 1, 2
31966, swamp, biomesoplenty:wetland, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
31967, swamp, biomesoplenty:wetland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
31968, swamp, biomesoplenty:wetland, AMBIENT, minecraft:bat, 10, 2, 4
31969, swamp, biomesoplenty:wetland, AMBIENT, alexsmobs:fly, 10, 2, 3
31970, swamp, biomesoplenty:wetland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
31971, swamp, biomesoplenty:wetland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
31972, swamp, biomesoplenty:wetland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
31973, swamp, biomesoplenty:wetland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
31974, swamp, biomesoplenty:wetland, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
31975, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
31976, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
31977, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
31978, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
31979, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
31980, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
31981, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
31982, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
31983, swamp, biomesoplenty:wetland, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
31984, none, undergarden:wigglewood_forest, MONSTER, undergarden:nargoyle, 50, 1, 1
31985, none, undergarden:wigglewood_forest, MONSTER, undergarden:muncher, 50, 1, 1
31986, none, undergarden:wigglewood_forest, MONSTER, undergarden:sploogie, 50, 1, 1
31987, none, undergarden:wigglewood_forest, MONSTER, undergarden:rotling, 80, 2, 4
31988, none, undergarden:wigglewood_forest, MONSTER, undergarden:rotwalker, 80, 4, 4
31989, none, undergarden:wigglewood_forest, MONSTER, undergarden:rotbeast, 80, 1, 2
31990, none, undergarden:wigglewood_forest, MONSTER, undergarden:stoneborn, 80, 1, 3
31991, none, undergarden:wigglewood_forest, MONSTER, alexsmobs:farseer, 10, 1, 1
31992, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
31993, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
31994, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 16, 1, 1
31995, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
31996, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:corpse_fly, 15, 1, 3
31997, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:dark_vortex, 12, 1, 1
31998, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
31999, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
32000, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
32001, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
32002, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
32003, none, undergarden:wigglewood_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
32004, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
32005, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
32006, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
32007, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
32008, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
32009, none, undergarden:wigglewood_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
32010, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
32011, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
32012, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
32013, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
32014, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
32015, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
32016, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
32017, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
32018, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
32019, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
32020, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
32021, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
32022, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
32023, none, undergarden:wigglewood_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 20, 1, 1
32024, none, undergarden:wigglewood_forest, CREATURE, undergarden:gloomper, 80, 4, 4
32025, none, undergarden:wigglewood_forest, CREATURE, undergarden:brute, 80, 4, 4
32026, none, undergarden:wigglewood_forest, CREATURE, undergarden:mog, 80, 4, 4
32027, none, undergarden:wigglewood_forest, CREATURE, undergarden:dweller, 80, 4, 4
32028, none, undergarden:wigglewood_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
32029, none, undergarden:wigglewood_forest, AMBIENT, undergarden:scintling, 10, 4, 8
32030, none, undergarden:wigglewood_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
32031, none, undergarden:wigglewood_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
32032, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
32033, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
32034, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
32035, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
32036, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
32037, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
32038, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
32039, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
32040, none, undergarden:wigglewood_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
32041, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 30, 2, 4
32042, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 40, 2, 3
32043, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
32044, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 40, 2, 4
32045, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 30, 2, 4
32046, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 2
32047, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
32048, none, minecraft:windswept_forest, MONSTER, monsterplus:abyssologer, 10, 1, 1
32049, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:arachne, 20, 1, 2
32050, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
32051, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:creep, 20, 2, 3
32052, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:deathword, 30, 1, 2
32053, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
32054, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
32055, none, minecraft:windswept_forest, MONSTER, grimoireofgaia:mimic, 30, 1, 1
32056, none, minecraft:windswept_forest, MONSTER, player_mobs:player_mob, 20, 2, 4
32057, none, minecraft:windswept_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
32058, none, minecraft:windswept_forest, MONSTER, alexsmobs:farseer, 10, 1, 1
32059, none, minecraft:windswept_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
32060, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
32061, none, minecraft:windswept_forest, MONSTER, hmag:banshee, 20, 1, 2
32062, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
32063, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
32064, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
32065, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
32066, none, minecraft:windswept_forest, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
32067, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
32068, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
32069, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
32070, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
32071, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
32072, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
32073, none, minecraft:windswept_forest, MONSTER, hmag:dullahan, 15, 1, 2
32074, none, minecraft:windswept_forest, MONSTER, hmag:dyssomnia, 10, 1, 1
32075, none, minecraft:windswept_forest, MONSTER, dungeonsweaponry:enchanter, 30, 1, 1
32076, none, minecraft:windswept_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
32077, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
32078, none, minecraft:windswept_forest, MONSTER, dungeonsweaponry:geomancer, 30, 1, 1
32079, none, minecraft:windswept_forest, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
32080, none, minecraft:windswept_forest, MONSTER, hmag:melty_monster, 18, 1, 3
32081, none, minecraft:windswept_forest, MONSTER, hmag:ghost, 15, 1, 2
32082, none, minecraft:windswept_forest, MONSTER, hmag:kobold, 20, 1, 2
32083, none, minecraft:windswept_forest, MONSTER, hmag:lich, 10, 1, 1
32084, none, minecraft:windswept_forest, MONSTER, hmag:ogre, 10, 1, 1
32085, none, minecraft:windswept_forest, MONSTER, hmag:spider_nest, 10, 1, 2
32086, none, minecraft:windswept_forest, MONSTER, hmag:necrotic_reaper, 10, 1, 2
32087, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
32088, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
32089, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
32090, none, minecraft:windswept_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
32091, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
32092, none, minecraft:windswept_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
32093, none, minecraft:windswept_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
32094, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
32095, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
32096, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
32097, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
32098, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
32099, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
32100, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
32101, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
32102, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
32103, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
32104, none, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
32105, none, minecraft:windswept_forest, CREATURE, minecraft:sheep, 35, 2, 4
32106, none, minecraft:windswept_forest, CREATURE, minecraft:pig, 25, 2, 4
32107, none, minecraft:windswept_forest, CREATURE, minecraft:chicken, 35, 4, 4
32108, none, minecraft:windswept_forest, CREATURE, minecraft:cow, 35, 2, 4
32109, none, minecraft:windswept_forest, CREATURE, minecraft:wolf, 10, 4, 4
32110, none, minecraft:windswept_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
32111, none, minecraft:windswept_forest, CREATURE, butterflies:admiral, 10, 2, 4
32112, none, minecraft:windswept_forest, CREATURE, alexsmobs:bald_eagle, 10, 2, 4
32113, none, minecraft:windswept_forest, CREATURE, butterflies:clipper, 10, 1, 3
32114, none, minecraft:windswept_forest, CREATURE, butterflies:emperor, 10, 2, 4
32115, none, minecraft:windswept_forest, CREATURE, butterflies:forester, 10, 1, 3
32116, none, minecraft:windswept_forest, CREATURE, butterflies:hairstreak, 10, 2, 4
32117, none, minecraft:windswept_forest, CREATURE, butterflies:longwing, 10, 2, 4
32118, none, minecraft:windswept_forest, CREATURE, butterflies:rainbow, 10, 2, 4
32119, none, minecraft:windswept_forest, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
32120, none, minecraft:windswept_forest, CREATURE, butterflies:chalkhill, 10, 2, 4
32121, none, minecraft:windswept_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
32122, none, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 2, 4
32123, none, minecraft:windswept_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
32124, none, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
32125, none, minecraft:windswept_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
32126, none, minecraft:windswept_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
32127, none, minecraft:windswept_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
32128, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
32129, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
32130, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
32131, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
32132, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
32133, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
32134, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
32135, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:perch, 20, 1, 3
32136, none, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
32137, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 30, 2, 4
32138, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 40, 2, 3
