1, none, far_end:amethyst_forest, MONSTER, minecraft:enderman, 5, 4, 4
25582, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
25583, savanna, minecraft:savanna_plateau, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
25584, savanna, minecraft:savanna_plateau, MONSTER, hmag:harpy, 20, 1, 2
25585, savanna, minecraft:savanna_plateau, MONSTER, hmag:melty_monster, 18, 1, 3
25586, savanna, minecraft:savanna_plateau, MONSTER, hmag:ghost, 15, 1, 2
25587, savanna, minecraft:savanna_plateau, MONSTER, hmag:kobold, 20, 1, 2
25588, savanna, minecraft:savanna_plateau, MONSTER, hmag:lich, 10, 1, 1
25589, savanna, minecraft:savanna_plateau, MONSTER, hmag:ogre, 10, 1, 1
25590, savanna, minecraft:savanna_plateau, MONSTER, hmag:spider_nest, 10, 1, 2
25591, savanna, minecraft:savanna_plateau, MONSTER, hmag:necrotic_reaper, 10, 1, 2
25592, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
25593, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
25594, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
25595, savanna, minecraft:savanna_plateau, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
25596, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
25597, savanna, minecraft:savanna_plateau, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
25598, savanna, minecraft:savanna_plateau, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
25599, savanna, minecraft:savanna_plateau, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
25600, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
25601, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
25602, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
25603, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
25604, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
25605, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
25606, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
25607, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
25608, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
25609, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
25610, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
25611, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
25612, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
25613, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 25, 2, 4
25614, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 35, 4, 4
25615, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 35, 2, 4
25616, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
25617, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
25618, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:budgerigar, 10, 2, 3
25619, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:cassowary, 10, 2, 3
25620, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:cockatoo, 10, 2, 3
25621, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:crane, 10, 2, 3
25622, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
25623, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:hummingbird, 20, 2, 3
25624, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:kookaburra, 10, 2, 3
25625, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:ostrich, 10, 2, 3
25626, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:peafowl, 10, 2, 3
25627, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:pigeon, 12, 2, 3
25628, savanna, minecraft:savanna_plateau, CREATURE, exoticbirds:roadrunner, 10, 2, 3
25629, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 20, 7, 7
25630, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 15, 3, 5
25631, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 10, 2, 3
25632, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 12, 3, 5
25633, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
25634, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
25635, savanna, minecraft:savanna_plateau, CREATURE, butterflies:buckeye, 10, 2, 4
25636, savanna, minecraft:savanna_plateau, CREATURE, butterflies:cabbage, 10, 2, 4
25637, savanna, minecraft:savanna_plateau, CREATURE, butterflies:chalkhill, 10, 2, 4
25638, savanna, minecraft:savanna_plateau, CREATURE, butterflies:common, 10, 2, 4
25639, savanna, minecraft:savanna_plateau, CREATURE, butterflies:heath, 10, 1, 3
25640, savanna, minecraft:savanna_plateau, CREATURE, butterflies:monarch, 10, 2, 4
25641, savanna, minecraft:savanna_plateau, CREATURE, butterflies:rainbow, 10, 2, 4
25642, savanna, minecraft:savanna_plateau, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
25643, savanna, minecraft:savanna_plateau, CREATURE, butterflies:chalkhill, 10, 2, 4
25644, savanna, minecraft:savanna_plateau, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
25645, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 2, 4
25646, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
25647, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
25648, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
25649, savanna, minecraft:savanna_plateau, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
25650, savanna, minecraft:savanna_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
25651, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
25652, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
25653, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
25654, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
25655, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
25656, savanna, minecraft:savanna_plateau, zombie, rotted:marine, 15, 1, 1
25657, savanna, minecraft:savanna_plateau, zombie, rotted:doctor, 10, 1, 1
25658, savanna, minecraft:savanna_plateau, zombie, rotted:farmer, 20, 1, 2
25659, savanna, minecraft:savanna_plateau, zombie, rotted:miner, 20, 1, 2
25660, savanna, minecraft:savanna_plateau, zombie, rotted:adventurer, 25, 1, 2
25661, savanna, minecraft:savanna_plateau, zombie, rotted:flusk, 15, 1, 1
25662, savanna, minecraft:savanna_plateau, zombie, rotted:shielder, 15, 1, 2
25663, river, wythers:savanna_river, MONSTER, minecraft:spider, 30, 2, 4
25664, river, wythers:savanna_river, MONSTER, minecraft:zombie, 40, 2, 3
25665, river, wythers:savanna_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
25666, river, wythers:savanna_river, MONSTER, minecraft:skeleton, 40, 2, 4
25667, river, wythers:savanna_river, MONSTER, minecraft:creeper, 30, 2, 4
25668, river, wythers:savanna_river, MONSTER, minecraft:slime, 30, 2, 4
25669, river, wythers:savanna_river, MONSTER, minecraft:enderman, 5, 1, 2
25670, river, wythers:savanna_river, MONSTER, minecraft:witch, 5, 1, 1
25671, river, wythers:savanna_river, MONSTER, minecraft:slime, 10, 1, 1
25672, river, wythers:savanna_river, MONSTER, minecraft:ocelot, 10, 1, 3
25673, river, wythers:savanna_river, MONSTER, monsterplus:abyssologer, 10, 1, 1
25674, river, wythers:savanna_river, MONSTER, grimoireofgaia:arachne, 20, 1, 2
25675, river, wythers:savanna_river, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
25676, river, wythers:savanna_river, MONSTER, grimoireofgaia:creep, 20, 2, 3
25677, river, wythers:savanna_river, MONSTER, grimoireofgaia:deathword, 30, 1, 2
25678, river, wythers:savanna_river, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
25679, river, wythers:savanna_river, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
25680, river, wythers:savanna_river, MONSTER, grimoireofgaia:mimic, 30, 1, 1
25681, river, wythers:savanna_river, MONSTER, player_mobs:player_mob, 20, 2, 4
25682, river, wythers:savanna_river, MONSTER, grimoireofgaia:cecaelia, 30, 2, 4
25683, river, wythers:savanna_river, MONSTER, grimoireofgaia:mermaid, 30, 2, 4
25684, river, wythers:savanna_river, MONSTER, grimoireofgaia:sharko, 30, 2, 4
25685, river, wythers:savanna_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
25686, river, wythers:savanna_river, MONSTER, alexsmobs:farseer, 5, 1, 1
25687, river, wythers:savanna_river, MONSTER, alexsmobs:murmur, 10, 1, 1
25688, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
25689, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
25690, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
25691, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
25692, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
25693, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
25694, river, wythers:savanna_river, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
25695, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
25696, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
25697, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
25698, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
25699, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
25700, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
25701, river, wythers:savanna_river, MONSTER, hmag:dyssomnia, 10, 1, 1
25702, river, wythers:savanna_river, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
25703, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
25704, river, wythers:savanna_river, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
25705, river, wythers:savanna_river, MONSTER, hmag:melty_monster, 18, 1, 3
25706, river, wythers:savanna_river, MONSTER, hmag:ghost, 15, 1, 2
25707, river, wythers:savanna_river, MONSTER, hmag:kobold, 20, 1, 2
25708, river, wythers:savanna_river, MONSTER, hmag:lich, 10, 1, 1
25709, river, wythers:savanna_river, MONSTER, hmag:ogre, 10, 1, 1
25710, river, wythers:savanna_river, MONSTER, hmag:spider_nest, 10, 1, 2
25711, river, wythers:savanna_river, MONSTER, hmag:necrotic_reaper, 10, 1, 2
25712, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
25713, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
25714, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
25715, river, wythers:savanna_river, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
25716, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
25717, river, wythers:savanna_river, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
25718, river, wythers:savanna_river, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
25719, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
25720, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
25721, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
25722, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
25723, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
25724, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
25725, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
25726, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
25727, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
25728, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
25729, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
25730, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
25731, river, wythers:savanna_river, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
25732, river, wythers:savanna_river, CREATURE, minecraft:frog, 10, 2, 3
25733, river, wythers:savanna_river, CREATURE, exoticbirds:duck, 10, 2, 3
25734, river, wythers:savanna_river, CREATURE, exoticbirds:flamingo, 10, 2, 3
25735, river, wythers:savanna_river, CREATURE, exoticbirds:gull, 12, 2, 3
25736, river, wythers:savanna_river, CREATURE, exoticbirds:heron, 10, 2, 3
25737, river, wythers:savanna_river, CREATURE, exoticbirds:hummingbird, 20, 2, 3
25738, river, wythers:savanna_river, CREATURE, exoticbirds:kingfisher, 10, 2, 3
25739, river, wythers:savanna_river, CREATURE, exoticbirds:pelican, 10, 2, 3
25740, river, wythers:savanna_river, CREATURE, exoticbirds:pigeon, 12, 2, 3
25741, river, wythers:savanna_river, CREATURE, exoticbirds:swan, 10, 2, 3
25742, river, wythers:savanna_river, CREATURE, alexsmobs:crocodile, 10, 1, 2
25743, river, wythers:savanna_river, CREATURE, alexsmobs:platypus, 10, 1, 2
25744, river, wythers:savanna_river, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
25745, river, wythers:savanna_river, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
25746, river, wythers:savanna_river, AMBIENT, minecraft:bat, 10, 2, 4
25747, river, wythers:savanna_river, AMBIENT, alexsmobs:fly, 10, 2, 3
25748, river, wythers:savanna_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
25749, river, wythers:savanna_river, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
25750, river, wythers:savanna_river, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
25751, river, wythers:savanna_river, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
25752, river, wythers:savanna_river, WATER_AMBIENT, minecraft:cod, 25, 3, 5
25753, river, wythers:savanna_river, WATER_AMBIENT, alexsmobs:terrapin, 10, 1, 2
25754, river, wythers:savanna_river, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
25755, river, wythers:savanna_river, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
25756, river, wythers:savanna_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 3
25757, river, wythers:savanna_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
25758, river, wythers:savanna_river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
25759, river, wythers:savanna_river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
25760, river, wythers:savanna_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 3
25761, river, wythers:savanna_river, zombie, rotted:marine, 15, 1, 1
25762, river, wythers:savanna_river, zombie, rotted:doctor, 10, 1, 1
25763, river, wythers:savanna_river, zombie, rotted:farmer, 20, 1, 2
25764, river, wythers:savanna_river, zombie, rotted:miner, 20, 1, 2
25765, river, wythers:savanna_river, zombie, rotted:adventurer, 25, 1, 2
25766, river, wythers:savanna_river, zombie, rotted:flusk, 15, 1, 1
25767, river, wythers:savanna_river, zombie, rotted:shielder, 15, 1, 2
25768, savanna, wythers:scrub_forest, MONSTER, minecraft:spider, 30, 2, 4
25769, savanna, wythers:scrub_forest, MONSTER, minecraft:zombie, 40, 2, 3
25770, savanna, wythers:scrub_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
25771, savanna, wythers:scrub_forest, MONSTER, minecraft:skeleton, 40, 2, 4
25772, savanna, wythers:scrub_forest, MONSTER, minecraft:slime, 30, 2, 4
25773, savanna, wythers:scrub_forest, MONSTER, minecraft:witch, 5, 1, 1
25774, savanna, wythers:scrub_forest, MONSTER, monsterplus:abyssologer, 10, 1, 1
25775, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:arachne, 20, 1, 2
25776, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
25777, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:creep, 20, 2, 3
25778, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:deathword, 30, 1, 2
25779, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:ender_eye, 30, 2, 4
25780, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:flesh_lich, 30, 2, 4
25781, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:goblin, 30, 2, 6
25782, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:mimic, 30, 1, 1
25783, savanna, wythers:scrub_forest, MONSTER, grimoireofgaia:orc, 30, 2, 6
25784, savanna, wythers:scrub_forest, MONSTER, player_mobs:player_mob, 20, 2, 4
25785, savanna, wythers:scrub_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
25786, savanna, wythers:scrub_forest, MONSTER, alexsmobs:farseer, 5, 1, 1
25787, savanna, wythers:scrub_forest, MONSTER, alexsmobs:murmur, 10, 1, 1
25788, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:baby_skeleton_2, 15, 1, 2
25789, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 15, 1, 2
25790, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 20, 1, 1
25791, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 20, 1, 1
25792, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
25793, savanna, wythers:scrub_forest, MONSTER, hmag:catoblepas, 20, 1, 2
25794, savanna, wythers:scrub_forest, MONSTER, endermanoverhaul:cave_enderman, 10, 1, 2
25795, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:corpse_fly, 17, 1, 3
25796, savanna, wythers:scrub_forest, MONSTER, monsterplus:crystal_zombie, 20, 2, 4
25797, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
25798, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 15, 1, 1
25799, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 15, 1, 1
25800, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
25801, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
25802, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
25803, savanna, wythers:scrub_forest, MONSTER, hmag:dyssomnia, 10, 1, 1
25804, savanna, wythers:scrub_forest, MONSTER, realmrpg_wyrms:ender_wyrm, 10, 1, 3
25805, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
25806, savanna, wythers:scrub_forest, MONSTER, monsterplus:glow_skeleton, 30, 1, 3
25807, savanna, wythers:scrub_forest, MONSTER, hmag:harpy, 20, 1, 2
25808, savanna, wythers:scrub_forest, MONSTER, hmag:melty_monster, 18, 1, 3
25809, savanna, wythers:scrub_forest, MONSTER, hmag:ghost, 15, 1, 2
25810, savanna, wythers:scrub_forest, MONSTER, hmag:kobold, 20, 1, 2
25811, savanna, wythers:scrub_forest, MONSTER, hmag:lich, 10, 1, 1
25812, savanna, wythers:scrub_forest, MONSTER, hmag:ogre, 10, 1, 1
25813, savanna, wythers:scrub_forest, MONSTER, hmag:spider_nest, 10, 1, 2
25814, savanna, wythers:scrub_forest, MONSTER, hmag:necrotic_reaper, 10, 1, 2
25815, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
25816, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
25817, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
25818, savanna, wythers:scrub_forest, MONSTER, realmrpg_wyrms:red_wyrm, 10, 1, 1
25819, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
25820, savanna, wythers:scrub_forest, MONSTER, riskofrain_mobs:lemurian_entity, 26, 1, 2
25821, savanna, wythers:scrub_forest, MONSTER, riskofrain_mobs:stone_golem_entity, 20, 1, 1
25822, savanna, wythers:scrub_forest, MONSTER, endermanoverhaul:savanna_enderman, 10, 1, 2
25823, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
25824, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:shy_spirit, 10, 1, 1
25825, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
25826, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
25827, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
25828, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
25829, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
25830, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
25831, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
25832, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:wither_scuttler, 20, 1, 1
25833, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
25834, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
25835, savanna, wythers:scrub_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 25, 1, 1
25836, savanna, wythers:scrub_forest, CREATURE, exoticbirds:budgerigar, 10, 2, 3
25837, savanna, wythers:scrub_forest, CREATURE, exoticbirds:cassowary, 10, 2, 3
25838, savanna, wythers:scrub_forest, CREATURE, exoticbirds:cockatoo, 10, 2, 3
25839, savanna, wythers:scrub_forest, CREATURE, exoticbirds:crane, 10, 2, 3
25840, savanna, wythers:scrub_forest, CREATURE, exoticbirds:gouldianfinch, 10, 2, 3
25841, savanna, wythers:scrub_forest, CREATURE, exoticbirds:hummingbird, 20, 2, 3
25842, savanna, wythers:scrub_forest, CREATURE, exoticbirds:kookaburra, 10, 2, 3
25843, savanna, wythers:scrub_forest, CREATURE, exoticbirds:ostrich, 10, 2, 3
25844, savanna, wythers:scrub_forest, CREATURE, exoticbirds:peafowl, 10, 2, 3
25845, savanna, wythers:scrub_forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
25846, savanna, wythers:scrub_forest, CREATURE, exoticbirds:roadrunner, 10, 2, 3
25847, savanna, wythers:scrub_forest, CREATURE, alexsmobs:gazelle, 20, 7, 7
25848, savanna, wythers:scrub_forest, CREATURE, alexsmobs:elephant, 15, 3, 5
25849, savanna, wythers:scrub_forest, CREATURE, alexsmobs:emu, 10, 2, 3
25850, savanna, wythers:scrub_forest, CREATURE, alexsmobs:kangaroo, 12, 3, 5
25851, savanna, wythers:scrub_forest, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
25852, savanna, wythers:scrub_forest, CREATURE, alexsmobs:rhinoceros, 12, 3, 5
25853, savanna, wythers:scrub_forest, CREATURE, riskofrain_mobs:gunner_drone_entity, 10, 1, 1
25854, savanna, wythers:scrub_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
25855, savanna, wythers:scrub_forest, AMBIENT, minecraft:bat, 10, 2, 4
25856, savanna, wythers:scrub_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
25857, savanna, wythers:scrub_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 2, 4
25858, savanna, wythers:scrub_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 2, 4
25859, savanna, wythers:scrub_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
25860, savanna, wythers:scrub_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 12, 2, 5
25861, savanna, wythers:scrub_forest, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
25862, savanna, wythers:scrub_forest, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
25863, savanna, wythers:scrub_forest, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
25864, savanna, wythers:scrub_forest, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 3
25865, savanna, wythers:scrub_forest, zombie, rotted:marine, 15, 1, 1
25866, savanna, wythers:scrub_forest, zombie, rotted:doctor, 10, 1, 1
25867, savanna, wythers:scrub_forest, zombie, rotted:farmer, 20, 1, 2
25868, savanna, wythers:scrub_forest, zombie, rotted:miner, 20, 1, 2
25869, savanna, wythers:scrub_forest, zombie, rotted:adventurer, 25, 1, 2
25870, savanna, wythers:scrub_forest, zombie, rotted:flusk, 15, 1, 1
25871, savanna, wythers:scrub_forest, zombie, rotted:shielder, 15, 1, 2
25872, savanna, biomesoplenty:scrubland, MONSTER, minecraft:spider, 30, 2, 4
25873, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie, 40, 2, 3
25874, savanna, biomesoplenty:scrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
25875, savanna, biomesoplenty:scrubland, MONSTER, minecraft:skeleton, 40, 2, 4
25876, savanna, biomesoplenty:scrubland, MONSTER, minecraft:slime, 30, 2, 4
25877, savanna, biomesoplenty:scrubland, MONSTER, minecraft:witch, 5, 1, 1
25878, savanna, biomesoplenty:scrubland, MONSTER, monsterplus:abyssologer, 10, 1, 1
25879, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:arachne, 20, 1, 2
25880, savanna, biomesoplenty:scrubland, MONSTER, grimoireofgaia:bone_knight, 20, 1, 2
